acctype__cat,light__cat,numvehs__int,pop_group__cat,road_def1__cat,rdsurf__cat,rodwycls__cat,weather1__cat,contrib1__cat,drv_age__int,drv_inj__cat,drv_sex__cat,object1__cat,sobriety__cat,vehtype__cat,vehyr__int,severity__cat
C,A,2,7,H,A,1,A,N,55,0,F,V2,A,A,2006,0
C,B,3,9,H,A,1,A,N,55,0,F,V2,A,A,2001,0
B,C,2,9,H,A,1,B,N,55,0,F,V2,A,A,1994,0
C,C,2,7,H,B,99,B,N,55,0,F,V2,A,A,1981,0
C,C,2,5,H,B,1,C,N,55,0,F,V2,A,A,2002,0
C,A,2,7,H,A,1,A,N,56,0,F,V2,A,A,2007,0
B,D,3,7,H,B,1,C,N,56,0,F,V2,A,A,1998,0
C,A,2,2,H,B,1,B,N,56,0,F,V2,A,A,1996,4
C,C,2,5,H,A,1,A,N,57,0,F,V2,A,A,2002,0
B,A,2,4,H,A,4,A,N,58,0,F,V2,A,A,2002,0
B,A,2,9,H,C,7,D,N,58,0,F,V2,A,A,2008,0
B,A,2,7,D,A,1,A,N,59,0,F,V2,A,A,2006,0
B,A,2,7,H,A,1,B,N,60,0,F,V2,A,A,1999,0
B,A,2,7,H,B,1,B,N,60,0,F,V2,A,A,2008,0
B,A,2,4,H,A,5,A,F,61,0,F,V2,A,A,2002,0
D,A,2,5,G,B,99,C,F,61,0,F,V2,A,A,1998,0
C,A,2,3,H,A,1,A,I,61,0,F,V2,A,A,2001,0
C,C,2,9,H,A,99,A,N,61,0,F,V2,A,A,2007,0
C,C,2,7,H,A,1,B,N,61,0,F,V2,A,A,2000,0
D,C,2,5,H,B,4,C,N,61,0,F,V2,A,A,1999,0
C,A,3,5,H,A,1,B,N,62,0,F,V2,A,A,2001,0
B,A,2,7,H,A,1,B,L,63,0,F,V2,A,A,2001,0
C,A,2,6,H,A,1,A,N,63,0,F,V2,A,A,1999,0
B,A,3,5,H,B,1,B,N,63,0,F,V2,A,A,2002,0
D,A,2,9,H,A,8,A,N,64,0,F,V2,A,A,2007,0
B,A,2,7,H,B,1,C,A,65,0,F,V2,A,A,1997,0
B,A,2,7,H,A,1,B,H,65,0,F,V2,A,A,2006,0
B,A,2,7,H,A,1,B,N,65,0,F,V2,A,A,2001,0
B,A,2,9,H,A,1,A,L,67,0,F,V2,A,A,2006,0
C,E,2,9,H,B,1,C,N,67,0,F,V2,A,A,1998,0
B,C,2,7,H,B,1,C,N,68,0,F,V2,A,A,2004,0
C,A,2,9,H,C,8,A,A,69,0,F,V2,A,A,1991,0
C,B,4,9,D,A,1,B,N,69,0,F,V2,A,A,2005,0
C,A,3,7,H,A,1,B,N,70,0,F,V2,A,A,2003,0
C,A,2,4,H,B,4,B,N,76,0,F,V2,A,A,1998,0
D,A,2,6,H,A,4,A,N,78,0,F,V2,A,A,1994,0
D,A,2,9,H,A,9,A,N,80,0,F,V2,A,A,2003,0
B,A,2,9,C,A,1,A,G,103,0,F,V2,A,A,2003,0
D,C,2,1,F,B,1,C,N,21,2,F,V2,A,A,2005,2
D,C,2,9,H,B,1,C,N,35,2,F,V2,A,A,1997,2
E,C,2,4,H,B,1,C,I,46,2,F,V2,A,A,1995,2
B,A,2,7,H,B,1,B,H,19,3,F,V2,A,A,1995,3
B,C,2,5,H,B,1,C,N,20,3,F,V2,A,A,2005,3
B,A,4,7,H,B,1,B,N,21,3,F,V2,A,A,2005,3
D,A,2,9,H,A,1,A,N,22,3,F,V2,A,A,2006,3
B,A,2,9,H,A,6,B,N,23,3,F,V2,A,A,2005,3
C,A,2,7,H,B,1,B,N,33,3,F,V2,A,A,2001,3
C,A,3,9,H,B,10,B,N,34,3,F,V2,A,A,1992,2
D,A,2,6,H,A,4,B,A,37,3,F,V2,A,A,1993,3
B,A,2,7,H,A,1,A,N,40,3,F,V2,A,A,2004,3
B,A,2,9,H,A,9,A,N,40,3,F,V2,A,A,2005,3
D,A,2,6,H,B,4,B,N,47,3,F,V2,A,A,1995,3
B,A,2,6,H,A,1,A,F,50,3,F,V2,A,A,2005,3
D,C,2,2,H,A,9,A,A,51,3,F,V2,A,A,1994,3
C,D,2,7,H,A,1,A,N,51,3,F,V2,A,A,2007,2
D,C,3,6,H,B,4,C,N,63,3,F,V2,A,A,2007,3
C,B,3,6,G,B,1,B,N,66,3,F,V2,A,A,2008,3
D,A,2,5,H,A,99,B,N,72,3,F,V2,A,A,1999,3
D,A,2,9,H,A,8,B,N,18,4,F,V2,A,A,1996,3
C,A,2,7,H,B,1,B,N,18,4,F,V2,A,A,1993,4
B,C,2,3,H,B,1,C,N,19,4,F,V2,A,A,2007,4
B,A,2,6,H,A,1,A,H,20,4,F,V2,A,A,2002,4
A,C,2,7,H,B,1,C,N,20,4,F,V2,A,A,1995,3
B,A,3,4,H,A,1,A,N,20,4,F,V2,A,A,1999,4
D,C,2,9,H,B,1,C,N,20,4,F,V2,A,A,1999,4
C,C,2,5,H,B,1,B,A,21,4,F,V2,A,A,2000,4
C,C,2,5,H,B,1,C,I,21,4,F,V2,A,A,2001,4
C,D,5,7,H,A,1,B,N,21,4,F,V2,A,A,1991,4
B,A,2,9,H,A,9,B,N,21,4,F,V2,A,A,1996,4
C,A,2,6,H,A,1,B,A,22,4,F,V2,A,A,2000,4
C,D,2,4,H,A,1,A,N,22,4,F,V2,A,A,1999,4
D,A,2,9,H,A,6,B,N,22,4,F,V2,A,A,2003,4
A,C,2,5,H,B,4,C,N,22,4,F,V2,A,A,1998,4
C,A,2,7,H,A,1,A,N,23,4,F,V2,A,A,1998,4
C,C,4,5,H,A,1,A,N,23,4,F,V2,A,A,1996,4
C,C,2,5,H,A,99,A,N,23,4,F,V2,A,A,1996,4
D,A,2,5,H,B,1,C,N,24,4,F,V2,A,A,1997,3
D,C,2,6,H,B,1,C,N,24,4,F,V2,A,A,1994,4
C,A,2,5,H,A,1,A,N,25,4,F,V2,A,A,2007,4
A,A,4,9,H,A,9,B,N,25,4,F,V2,A,A,2002,4
B,A,2,9,H,A,1,B,N,27,4,F,V2,A,A,2005,4
C,C,2,7,H,B,4,C,N,27,4,F,V2,A,A,1995,4
B,C,2,7,H,B,1,B,N,29,4,F,V2,A,A,2000,3
C,A,3,7,H,A,1,A,N,29,4,F,V2,A,A,2004,4
C,A,3,7,H,B,1,C,N,30,4,F,V2,A,A,2004,4
C,A,3,7,H,A,1,A,N,32,4,F,V2,A,A,1989,3
C,A,3,9,D,A,1,B,N,32,4,F,V2,A,A,2001,4
B,C,2,7,H,B,1,C,N,33,4,F,V2,A,A,2005,4
C,D,2,1,H,B,1,C,N,36,4,F,V2,A,A,2007,1
A,C,2,7,H,B,1,B,N,36,4,F,V2,A,A,1988,4
C,A,3,4,H,A,1,A,N,38,4,F,V2,A,A,1994,4
B,D,3,9,H,A,6,B,N,38,4,F,V2,A,A,2005,4
B,A,2,9,H,B,1,C,N,38,4,F,V2,A,A,2003,4
C,B,2,7,H,B,1,B,N,41,4,F,V2,A,A,2007,4
C,A,3,9,H,A,9,B,N,42,4,F,V2,A,A,2001,4
C,C,5,5,H,A,1,B,N,43,4,F,V2,A,A,1994,3
D,C,2,7,H,A,1,B,N,43,4,F,V2,A,A,2000,4
A,D,2,6,H,B,1,C,N,44,4,F,V2,A,A,2005,4
C,D,2,9,H,B,1,C,A,45,4,F,V2,A,A,2007,4
D,A,2,9,H,A,8,B,N,45,4,F,V2,A,A,1980,4
D,A,2,9,H,C,8,B,N,45,4,F,V2,A,A,2003,4
B,C,2,6,H,B,1,C,N,46,4,F,V2,A,A,2006,3
B,C,3,4,H,B,1,C,N,46,4,F,V2,A,A,1992,4
C,C,2,7,H,A,1,A,N,47,4,F,V2,A,A,2006,4
C,A,2,4,H,B,1,B,N,47,4,F,V2,A,A,1998,4
B,A,2,7,H,B,1,B,N,48,4,F,V2,A,A,2006,4
C,A,2,7,H,A,1,B,N,49,4,F,V2,A,A,1990,4
C,A,2,9,H,B,3,B,N,49,4,F,V2,A,A,1999,4
C,D,2,9,H,B,8,B,N,51,4,F,V2,A,A,1993,4
D,C,2,4,H,B,4,C,N,51,4,F,V2,A,A,2006,4
C,C,2,7,H,A,1,A,I,52,4,F,V2,A,A,2000,4
C,D,2,3,H,B,1,C,N,54,4,F,V2,A,A,2000,2
B,A,2,5,H,A,1,B,N,55,4,F,V2,A,A,2003,4
B,C,2,5,H,B,1,C,N,56,4,F,V2,A,A,1996,4
C,A,2,7,C,B,1,C,N,57,4,F,V2,A,A,1989,4
B,A,2,5,H,A,1,A,N,59,4,F,V2,A,A,2007,4
C,C,2,6,H,A,4,A,N,60,4,F,V2,A,A,1997,4
C,C,2,7,G,B,4,A,E,64,4,F,V2,A,A,2004,4
B,A,2,7,H,B,1,C,N,64,4,F,V2,A,A,1991,4
C,A,2,5,H,B,1,B,N,68,4,F,V2,A,A,1993,4
B,C,3,6,H,B,4,C,N,69,4,F,V2,A,A,1993,4
D,A,2,9,H,A,10,A,J,83,4,F,V2,A,A,1982,4
D,A,2,4,H,A,1,A,N,85,4,F,V2,A,A,2006,4
D,A,2,5,H,A,4,A,N,15,0,M,V2,A,A,2000,0
C,D,4,5,H,A,1,B,G,16,0,M,V2,A,A,2001,4
B,A,2,7,H,A,1,A,N,16,0,M,V2,A,A,1997,0
B,A,2,4,H,A,1,B,N,16,0,M,V2,A,A,2006,0
C,D,4,9,H,B,1,B,N,16,0,M,V2,A,A,1988,0
C,A,2,9,H,C,8,B,N,16,0,M,V2,A,A,2002,3
B,A,2,6,H,A,1,A,N,16,0,M,V2,A,A,2007,4
C,B,2,9,H,A,8,A,F,17,0,M,V2,A,A,2001,0
B,C,2,5,H,A,4,A,F,17,0,M,V2,A,A,1998,4
C,D,2,6,H,A,1,A,G,17,0,M,V2,A,A,1999,0
D,A,3,4,H,A,1,A,H,17,0,M,V2,A,A,1998,0
C,A,2,6,H,A,1,A,N,17,0,M,V2,A,A,2000,0
C,B,2,9,H,A,1,B,N,17,0,M,V2,A,A,1999,0
B,C,2,9,H,C,8,B,N,17,0,M,V2,A,A,1993,0
C,A,2,4,H,A,1,A,N,17,0,M,V2,A,A,1994,3
D,D,2,6,H,B,1,B,N,17,0,M,V2,A,A,1999,3
B,A,4,4,H,A,1,A,G,18,0,M,V2,A,A,1994,4
C,D,2,7,H,A,1,A,N,18,0,M,V2,A,A,1991,0
D,A,2,9,H,A,1,A,N,18,0,M,V2,A,A,2006,0
D,A,2,9,H,A,1,A,N,18,0,M,V2,A,A,2006,0
B,A,2,9,H,A,1,A,N,18,0,M,V2,A,A,1996,0
C,A,2,3,H,A,5,A,N,18,0,M,V2,A,A,1972,0
D,A,2,9,H,A,6,A,N,18,0,M,V2,A,A,1994,0
C,A,2,9,H,A,8,A,N,18,0,M,V2,A,A,1999,0
C,B,2,7,H,A,1,B,N,18,0,M,V2,A,A,1995,0
B,A,2,9,H,B,1,B,N,18,0,M,V2,A,A,1992,0
C,A,4,5,H,B,1,C,N,18,0,M,V2,A,A,1999,0
A,C,2,4,H,B,4,C,N,18,0,M,V2,A,A,1994,0
B,C,3,5,H,B,4,C,N,18,0,M,V2,A,A,2002,0
C,C,5,7,H,B,1,C,N,18,0,M,V2,A,A,2000,2
D,A,2,9,H,A,4,A,N,18,0,M,V2,A,A,1993,4
C,D,3,7,H,A,1,B,N,18,0,M,V2,A,A,2003,4
C,C,2,7,H,B,4,C,N,18,0,M,V2,A,A,1995,4
B,A,3,4,H,A,4,B,A,19,0,M,V2,A,A,1997,0
A,A,2,9,H,B,8,B,A,19,0,M,V2,A,A,1994,0
D,C,2,6,H,A,4,A,A,19,0,M,V2,A,A,1999,4
C,A,2,3,H,A,1,A,G,19,0,M,V2,A,A,2008,0
C,C,2,7,H,A,1,A,G,19,0,M,V2,A,A,2007,0
B,A,3,3,H,A,1,B,G,19,0,M,V2,A,A,2006,0
C,A,3,7,H,A,1,A,G,19,0,M,V2,A,A,2001,4
C,A,2,9,H,A,6,B,H,19,0,M,V2,A,A,2005,0
C,D,3,7,C,B,1,C,I,19,0,M,V2,A,A,1993,4
C,A,2,9,H,B,1,B,L,19,0,M,V2,A,A,2005,4
D,D,2,6,H,A,1,A,N,19,0,M,V2,A,A,2001,0
B,A,2,7,H,A,1,A,N,19,0,M,V2,A,A,2001,0
B,A,3,5,H,A,1,A,N,19,0,M,V2,A,A,1993,0
C,A,3,7,H,A,1,A,N,19,0,M,V2,A,A,1998,0
C,D,3,9,H,A,1,A,N,19,0,M,V2,A,A,2005,0
C,A,2,3,H,A,4,A,N,19,0,M,V2,A,A,2001,0
C,A,2,6,H,A,1,B,N,19,0,M,V2,A,A,1995,0
C,A,2,7,H,A,1,B,N,19,0,M,V2,A,A,2002,0
C,C,2,7,H,A,1,B,N,19,0,M,V2,A,A,1999,0
D,C,2,3,H,B,1,B,N,19,0,M,V2,A,A,1993,0
C,A,2,7,H,B,1,B,N,19,0,M,V2,A,A,1989,0
B,D,2,5,H,B,1,C,N,19,0,M,V2,A,A,2004,0
C,A,2,7,H,B,1,C,N,19,0,M,V2,A,A,2005,0
C,B,2,7,H,B,1,C,N,19,0,M,V2,A,A,1990,0
C,A,2,9,H,B,1,C,N,19,0,M,V2,A,A,2002,0
C,D,3,7,H,A,1,A,N,19,0,M,V2,A,A,1997,3
C,C,3,7,H,B,99,B,N,19,0,M,V2,A,A,1997,4
A,A,2,9,H,B,6,B,A,20,0,M,V2,A,A,1993,0
B,A,2,6,H,B,1,C,A,20,0,M,V2,A,A,2004,4
C,C,3,4,H,B,1,C,I,20,0,M,V2,A,A,1995,0
B,D,2,4,H,A,1,A,N,20,0,M,V2,A,A,2002,0
B,B,2,5,H,A,1,A,N,20,0,M,V2,A,A,2005,0
B,C,2,5,H,A,1,A,N,20,0,M,V2,A,A,2002,0
C,D,2,5,H,A,1,A,N,20,0,M,V2,A,A,1990,0
B,D,2,9,H,A,1,A,N,20,0,M,V2,A,A,2004,0
C,A,3,5,H,A,1,A,N,20,0,M,V2,A,A,2004,0
B,C,2,5,H,B,1,B,N,20,0,M,V2,A,A,1998,0
B,A,2,9,H,B,1,B,N,20,0,M,V2,A,A,1996,0
C,C,3,5,H,B,1,B,N,20,0,M,V2,A,A,2004,0
C,A,2,9,H,A,8,B,N,20,0,M,V2,A,A,1994,0
C,A,2,9,F,B,8,B,N,20,0,M,V2,A,A,2004,0
B,C,2,4,H,B,1,C,N,20,0,M,V2,A,A,2004,0
B,A,3,6,H,B,1,C,N,20,0,M,V2,A,A,1993,0
C,C,2,4,H,B,4,C,N,20,0,M,V2,A,A,1994,0
C,C,3,4,H,B,4,C,N,20,0,M,V2,A,A,2001,0
D,D,2,7,H,B,1,C,N,20,0,M,V2,A,A,1997,3
C,A,2,7,H,A,1,A,N,20,0,M,V2,A,A,2005,4
D,C,2,9,H,A,8,A,N,20,0,M,V2,A,A,1996,4
C,C,2,5,H,B,1,B,N,20,0,M,V2,A,A,2000,4
C,A,2,9,H,B,1,C,N,20,0,M,V2,A,A,1986,4
C,C,2,7,H,B,4,C,N,20,0,M,V2,A,A,2001,4
A,C,2,2,H,B,5,C,N,20,0,M,V2,A,A,2004,4
C,C,3,5,H,A,1,A,F,21,0,M,V2,A,A,1998,4
H,C,2,6,H,B,1,B,H,21,0,M,V2,A,A,2003,4
C,A,2,5,H,B,1,C,H,21,0,M,V2,A,A,1999,4
B,C,2,5,H,B,1,C,I,21,0,M,V2,A,A,1994,4
B,A,2,6,H,A,1,A,N,21,0,M,V2,A,A,1991,0
B,D,2,9,H,A,1,A,N,21,0,M,V2,A,A,1989,0
C,D,3,7,H,A,1,A,N,21,0,M,V2,A,A,2001,0
C,A,2,2,H,A,3,A,N,21,0,M,V2,A,A,1993,0
C,A,2,6,C,A,1,B,N,21,0,M,V2,A,A,1989,0
C,A,2,7,H,A,1,B,N,21,0,M,V2,A,A,1993,0
C,A,2,5,H,B,1,C,N,21,0,M,V2,A,A,2007,0
C,C,2,7,H,B,1,C,N,21,0,M,V2,A,A,2002,0
C,C,2,7,H,B,1,C,N,21,0,M,V2,A,A,2005,0
D,B,3,9,H,A,9,A,N,21,0,M,V2,A,A,1993,4
C,D,2,3,H,B,3,C,N,21,0,M,V2,A,A,2004,4
C,A,3,9,H,A,1,E,A,22,0,M,V2,A,A,1989,0
C,D,2,9,H,A,6,A,A,22,0,M,V2,A,A,1998,4
C,D,2,7,H,B,1,B,I,22,0,M,V2,A,A,2007,0
C,A,2,5,H,A,1,A,N,22,0,M,V2,A,A,2002,0
C,C,2,5,H,A,1,A,N,22,0,M,V2,A,A,2002,0
C,A,2,9,H,B,1,A,N,22,0,M,V2,A,A,1999,0
C,A,2,3,H,A,8,A,N,22,0,M,V2,A,A,1995,0
B,A,2,5,H,A,1,B,N,22,0,M,V2,A,A,2000,0
C,B,2,3,H,B,1,B,N,22,0,M,V2,A,A,2006,0
C,C,2,6,H,B,1,B,N,22,0,M,V2,A,A,2006,0
C,C,2,7,H,B,1,B,N,22,0,M,V2,A,A,1997,0
D,C,2,7,H,B,1,C,N,22,0,M,V2,A,A,2002,0
B,D,2,7,H,B,1,C,N,22,0,M,V2,A,A,2000,0
B,D,2,7,H,B,1,C,N,22,0,M,V2,A,A,2000,0
C,A,2,9,H,A,8,A,N,22,0,M,V2,A,A,1998,4
B,A,2,5,H,B,1,B,N,22,0,M,V2,A,A,2002,4
B,A,2,6,H,B,1,B,N,22,0,M,V2,A,A,2000,4
C,A,2,9,H,A,10,B,N,22,0,M,V2,A,A,2006,4
C,A,2,5,H,B,1,C,N,22,0,M,V2,A,A,2002,4
A,A,2,7,H,B,1,B,A,23,0,M,V2,A,A,2000,0
B,A,2,9,H,B,6,C,A,23,0,M,V2,A,A,1993,0
B,A,3,5,H,B,6,C,A,23,0,M,V2,A,A,1998,0
C,C,2,4,H,A,1,A,G,23,0,M,V2,A,A,2006,0
C,B,2,5,H,B,1,B,H,23,0,M,V2,A,A,2002,3
D,D,2,7,H,B,1,C,I,23,0,M,V2,A,A,1997,0
C,A,2,6,H,A,1,A,N,23,0,M,V2,A,A,2001,0
C,D,2,7,H,A,1,A,N,23,0,M,V2,A,A,1997,0
C,A,3,9,H,B,8,B,N,23,0,M,V2,A,A,1991,0
D,C,2,5,H,B,1,C,N,23,0,M,V2,A,A,1994,0
C,A,2,9,H,B,1,C,N,23,0,M,V2,A,A,1997,0
C,A,2,4,H,B,4,C,N,23,0,M,V2,A,A,1994,0
C,A,2,6,H,B,4,C,N,23,0,M,V2,A,A,1999,0
C,D,2,7,H,B,1,B,N,23,0,M,V2,A,A,2007,4
C,C,2,5,H,A,4,B,N,23,0,M,V2,A,A,1991,4
D,B,2,6,H,B,1,B,A,24,0,M,V2,A,A,1994,0
C,A,2,7,H,A,1,A,F,24,0,M,V2,A,A,2008,0
D,A,2,5,H,A,5,B,F,24,0,M,V2,A,A,1997,0
C,A,2,5,H,A,1,B,G,24,0,M,V2,A,A,1997,0
B,C,2,3,H,A,1,A,N,24,0,M,V2,A,A,2005,0
C,A,2,4,H,A,1,A,N,24,0,M,V2,A,A,1989,0
C,A,2,5,H,A,1,A,N,24,0,M,V2,A,A,2003,0
D,D,2,9,H,A,1,A,N,24,0,M,V2,A,A,1997,0
C,A,2,6,H,A,4,A,N,24,0,M,V2,A,A,1997,0
C,A,2,6,H,B,1,B,N,24,0,M,V2,A,A,2002,0
B,A,3,9,H,B,8,B,N,24,0,M,V2,A,A,1997,0
C,D,2,5,H,A,9,B,N,24,0,M,V2,A,A,1993,0
B,C,2,9,H,B,9,B,N,24,0,M,V2,A,A,1994,0
C,B,2,7,H,B,1,C,N,24,0,M,V2,A,A,1999,0
C,C,2,4,H,A,1,A,N,24,0,M,V2,A,A,1991,4
B,C,2,6,H,B,1,C,N,24,0,M,V2,A,A,1996,4
C,A,2,4,H,A,1,A,G,25,0,M,V2,A,A,1996,0
C,A,3,3,H,A,1,A,G,25,0,M,V2,A,A,1992,0
C,A,4,7,H,A,1,B,G,25,0,M,V2,A,A,1991,0
C,A,2,9,H,A,6,B,G,25,0,M,V2,A,A,2005,0
C,A,2,5,H,A,1,A,H,25,0,M,V2,A,A,1995,0
C,A,2,7,H,A,1,A,N,25,0,M,V2,A,A,1991,0
C,D,2,7,H,A,1,A,N,25,0,M,V2,A,A,1995,0
C,C,2,6,H,A,4,A,N,25,0,M,V2,A,A,2004,0
C,D,2,9,H,A,6,A,N,25,0,M,V2,A,A,2002,0
C,D,2,7,H,A,1,B,N,25,0,M,V2,A,A,1992,0
B,A,2,9,H,A,1,B,N,25,0,M,V2,A,A,1996,0
C,A,2,7,H,B,1,B,N,25,0,M,V2,A,A,1998,0
C,A,2,5,H,A,4,B,N,25,0,M,V2,A,A,2006,0
C,C,2,4,H,B,4,B,N,25,0,M,V2,A,A,1993,0
D,C,2,4,H,B,1,C,N,25,0,M,V2,A,A,2000,0
D,A,2,5,H,B,1,C,N,25,0,M,V2,A,A,2003,0
C,D,2,5,H,B,1,C,N,25,0,M,V2,A,A,1996,0
D,A,2,6,H,B,1,C,N,25,0,M,V2,A,A,2004,0
D,C,2,6,H,B,1,C,N,25,0,M,V2,A,A,2002,0
C,A,2,4,H,B,3,C,N,25,0,M,V2,A,A,1997,0
C,A,2,7,H,A,1,A,N,25,0,M,V2,A,A,1998,4
C,A,2,5,H,B,1,B,N,25,0,M,V2,A,A,1988,4
C,A,2,6,H,B,1,B,N,25,0,M,V2,A,A,2003,4
B,D,2,6,H,B,1,B,N,25,0,M,V2,A,A,2005,4
B,D,2,6,H,B,1,C,N,25,0,M,V2,A,A,2006,4
C,C,2,9,H,A,3,A,F,26,0,M,V2,A,A,2005,0
C,B,3,7,H,A,1,A,N,26,0,M,V2,A,A,1987,0
C,A,2,7,H,A,1,B,N,26,0,M,V2,A,A,2003,0
C,C,2,7,H,A,1,B,N,26,0,M,V2,A,A,1991,0
C,C,2,7,H,B,1,B,N,26,0,M,V2,A,A,1991,0
B,A,2,9,H,C,8,B,N,26,0,M,V2,A,A,2007,0
C,B,2,9,G,C,99,B,N,26,0,M,V2,A,A,1993,0
C,C,2,4,H,B,1,C,N,26,0,M,V2,A,A,1986,0
C,C,2,9,H,B,9,C,N,26,0,M,V2,A,A,1997,0
C,A,2,4,H,A,1,A,N,26,0,M,V2,A,A,1997,4
C,A,3,9,H,A,8,A,N,26,0,M,V2,A,A,2006,4
B,D,2,6,H,B,6,C,N,26,0,M,V2,A,A,2000,4
B,A,2,7,H,B,1,B,H,27,0,M,V2,A,A,1995,0
D,A,4,6,H,A,4,A,H,27,0,M,V2,A,A,2000,4
C,D,2,9,H,C,8,D,L,27,0,M,V2,A,A,1999,0
C,A,2,7,H,A,1,A,N,27,0,M,V2,A,A,2001,0
C,C,3,7,H,A,1,A,N,27,0,M,V2,A,A,1995,0
D,A,2,4,H,A,4,A,N,27,0,M,V2,A,A,2003,0
B,A,2,7,H,A,1,B,N,27,0,M,V2,A,A,2006,0
C,A,2,9,H,C,9,B,N,27,0,M,V2,A,A,2002,0
B,A,2,5,H,B,1,C,N,27,0,M,V2,A,A,2005,0
B,A,2,7,H,B,4,C,N,27,0,M,V2,A,A,2001,0
C,C,3,9,H,A,9,B,N,27,0,M,V2,A,A,1992,4
D,D,2,9,H,B,1,C,N,27,0,M,V2,A,A,2001,4
C,A,3,6,H,A,1,A,G,28,0,M,V2,A,A,2004,0
C,D,3,5,H,A,1,A,N,28,0,M,V2,A,A,2002,0
C,D,2,5,H,A,1,B,N,28,0,M,V2,A,A,1994,0
B,A,2,7,H,A,1,B,N,28,0,M,V2,A,A,2004,0
C,C,2,7,H,A,1,B,N,28,0,M,V2,A,A,1999,0
C,C,2,5,H,B,1,B,N,28,0,M,V2,A,A,1982,0
B,A,2,9,H,B,1,B,N,28,0,M,V2,A,A,1992,0
C,D,2,9,H,B,1,B,N,28,0,M,V2,A,A,2005,0
C,D,2,9,H,B,1,C,N,28,0,M,V2,A,A,1986,0
B,C,3,6,H,B,4,C,N,28,0,M,V2,A,A,1997,0
C,A,2,5,H,A,1,A,N,28,0,M,V2,A,A,1998,4
A,C,2,7,H,A,4,A,N,28,0,M,V2,A,A,1997,4
B,D,2,4,H,A,1,A,N,29,0,M,V2,A,A,2000,0
B,A,2,2,H,A,1,B,N,29,0,M,V2,A,A,2003,0
B,A,2,6,H,A,1,B,N,29,0,M,V2,A,A,2005,0
C,A,2,7,H,A,1,B,N,29,0,M,V2,A,A,1992,0
C,A,3,7,H,A,1,B,N,29,0,M,V2,A,A,2001,0
D,C,2,7,H,B,1,B,N,29,0,M,V2,A,A,1996,0
A,C,2,9,H,B,1,C,N,29,0,M,V2,A,A,1998,0
C,A,2,5,H,B,4,C,N,29,0,M,V2,A,A,1996,0
C,D,2,7,H,A,1,A,N,29,0,M,V2,A,A,2000,4
C,A,2,3,H,B,1,B,G,30,0,M,V2,A,A,2004,0
C,C,2,7,H,B,1,C,H,30,0,M,V2,A,A,2004,0
B,D,2,3,C,A,1,A,N,30,0,M,V2,A,A,2006,0
C,A,2,4,H,A,1,B,N,30,0,M,V2,A,A,2006,0
B,D,2,6,H,B,1,B,N,30,0,M,V2,A,A,2003,0
C,D,2,1,H,B,1,C,N,30,0,M,V2,A,A,1987,0
B,A,2,9,H,B,1,C,N,30,0,M,V2,A,A,2003,0
C,A,2,9,H,B,1,B,A,31,0,M,V2,A,A,2001,0
C,A,3,6,D,A,1,A,G,31,0,M,V2,A,A,1994,0
C,D,3,6,H,A,1,A,G,31,0,M,V2,A,A,2002,0
C,D,2,6,H,A,1,A,N,31,0,M,V2,A,A,2003,0
C,A,3,7,H,B,1,C,N,31,0,M,V2,A,A,2004,0
C,D,2,6,H,C,99,D,N,31,0,M,V2,A,A,2006,0
C,A,2,7,H,B,1,C,N,31,0,M,V2,A,A,2005,3
C,A,2,4,H,A,1,A,N,31,0,M,V2,A,A,2004,4
B,A,2,9,H,A,10,B,A,32,0,M,V2,A,A,2004,3
B,A,2,7,H,A,1,A,N,32,0,M,V2,A,A,2001,0
C,A,2,7,H,B,1,B,N,32,0,M,V2,A,A,2007,0
D,C,2,5,H,B,1,C,A,33,0,M,V2,A,A,1998,0
C,D,3,5,H,A,1,A,A,33,0,M,V2,A,A,2001,4
C,A,2,5,H,B,3,C,F,33,0,M,V2,A,A,2005,0
B,C,2,7,E,A,1,A,N,33,0,M,V2,A,A,1990,0
B,D,2,6,H,B,1,B,N,33,0,M,V2,A,A,2005,0
C,A,3,6,H,B,1,B,N,33,0,M,V2,A,A,2002,0
D,C,2,9,H,B,1,C,N,33,0,M,V2,A,A,2005,0
B,D,2,9,H,B,1,C,N,33,0,M,V2,A,A,1989,0
D,C,2,3,H,A,5,A,N,33,0,M,V2,A,A,2004,1
C,A,2,5,H,A,1,A,N,33,0,M,V2,A,A,2005,4
C,D,2,6,H,A,1,A,N,33,0,M,V2,A,A,2000,4
C,C,2,5,H,B,1,C,N,33,0,M,V2,A,A,2001,4
C,A,2,9,H,A,1,A,G,34,0,M,V2,A,A,1999,0
C,D,2,7,H,A,1,A,N,34,0,M,V2,A,A,1998,0
B,A,2,3,H,B,5,B,N,34,0,M,V2,A,A,2002,0
C,C,2,5,H,B,4,C,N,34,0,M,V2,A,A,1993,0
B,A,3,4,H,B,1,B,N,34,0,M,V2,A,A,1999,3
C,A,3,6,H,B,1,B,N,34,0,M,V2,A,A,2002,4
C,A,2,7,H,A,1,A,F,35,0,M,V2,A,A,1997,0
B,A,3,9,H,A,1,A,G,35,0,M,V2,A,A,2002,0
C,D,2,9,H,A,6,A,I,35,0,M,V2,A,A,2001,0
D,A,2,9,H,A,8,A,N,35,0,M,V2,A,A,1987,0
A,C,2,5,H,A,1,B,N,35,0,M,V2,A,A,1997,0
C,D,3,7,H,A,1,B,N,35,0,M,V2,A,A,2005,0
